age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
35,1,0,1,0,0.07776175171207596,1,0,2,20,8,0.31013147718484146,1,-1,0,3,1
29,7,2,1,0,0.08083951346378804,1,0,2,20,8,0.4846609951018304,2,-1,0,3,1
35,1,1,0,0,0.07892017126438088,1,0,2,20,8,0.34338747099767986,1,-1,0,3,1
31,1,1,1,0,0.07778446582094468,1,0,2,20,8,0.04640371229698376,2,-1,0,3,1
35,7,1,1,0,0.1251206687033651,1,0,2,20,8,0.45759216292858984,1,-1,0,3,1
34,9,2,1,0,0.07872710133899671,1,0,2,20,8,0.30420211394689356,4,-1,0,3,1
31,0,2,1,0,0.08265664217328594,1,1,2,20,8,0.2688837329208559,1,-1,0,3,1
44,9,0,1,0,0.08891437916661935,1,0,2,20,8,0.16705336426914152,3,-1,0,3,1
36,1,1,0,0,0.08239542992129562,1,1,2,20,8,0.2735241041505543,2,-1,0,3,1
35,1,1,3,0,0.13252546819456906,1,0,2,20,8,0.21680845578757413,2,-1,0,3,1
41,1,1,0,0,0.09195806975502833,1,0,2,20,8,0.3583397782933746,2,-1,0,3,1
31,1,2,0,0,0.08021487546989813,1,0,2,21,8,0.1451405001288992,1,-1,0,3,1
34,1,1,1,0,0.09146971641435078,1,0,2,21,8,0.23279195668986855,1,-1,0,3,1
32,9,1,1,0,0.08674518176965622,1,0,2,21,8,0.20134055168857953,2,-1,0,3,1
36,4,1,2,0,0.08740389092684922,1,1,2,21,8,0.24645527197731376,2,-1,0,3,1
30,1,2,1,1,0.08047608772188845,1,0,2,21,8,0.10569734467646301,1,-1,0,3,1
37,9,2,1,0,0.09151514463208822,1,0,2,21,8,0.20443413250837847,1,-1,0,3,1
36,1,1,0,0,0.08456462731825874,1,0,2,21,8,0.16679556586749164,2,-1,0,3,1
31,4,2,2,0,0.08713132162042453,1,0,2,21,8,0.12993039443155452,2,-1,0,3,1
27,9,1,1,0,0.102554201542288,1,1,2,21,8,0.22041763341067286,1,-1,0,3,1
34,5,1,0,0,0.12885713961227016,0,0,2,21,8,0.4328435163701985,1,-1,0,3,1
30,9,2,2,0,0.09240099487796845,1,0,2,21,8,0.4369682907965971,2,-1,0,3,1
32,9,2,2,0,0.13074241064837425,1,0,2,21,8,0.2211910286156226,2,-1,0,3,1
37,9,2,1,0,0.11553531476076365,1,0,2,21,8,0.2054653261149781,1,-1,0,3,1
32,1,1,1,0,0.08665432533418133,1,0,2,21,8,0.23743232791956692,3,-1,0,3,1
33,1,1,1,0,0.07776175171207596,1,0,2,21,8,0.1337973704563032,3,-1,0,3,1
35,1,1,0,0,0.08905066381983169,1,0,2,23,8,0.34725444702242847,8,-1,0,3,1
35,6,0,2,0,0.09313920341620198,1,0,2,23,8,0.18922402681103379,2,-1,0,3,1
30,1,2,1,0,0.08047608772188845,1,0,2,23,8,0.20185614849187936,1,-1,0,3,1
45,1,0,0,0,0.0742297077829894,1,0,2,23,8,0.26501675689610726,1,-1,0,3,1
45,0,1,1,0,0.07945395282279588,1,0,2,23,8,0.2296983758700696,3,-1,0,3,1
33,1,1,1,0,0.09438847940398179,1,0,2,23,8,0.15106986336684713,3,-1,0,3,1
44,4,0,2,0,0.14332602696164723,0,0,2,23,8,0.1533900489816963,6,-1,0,3,1
40,1,1,0,0,0.08091901284482857,1,0,2,23,8,0.2611497808713586,3,-1,0,3,1
31,1,1,1,0,0.1108107801160691,1,0,2,23,8,0.3583397782933746,2,-1,0,3,1
30,9,1,2,0,0.08390591816106575,1,0,2,26,8,0.10621294147976283,2,-1,0,3,1
44,9,0,1,0,0.09209435440824068,1,0,2,26,8,0.2026295436968291,11,-1,0,3,1
34,7,1,1,0,0.07165165642638925,1,0,2,26,8,0.17530291312193866,1,-1,0,3,1
37,1,1,1,0,0.07918138351637119,0,0,2,26,8,0.17452951791698892,2,-1,0,3,1
28,6,2,2,0,0.07776175171207596,1,0,2,26,8,0.4016499097705594,2,-1,0,3,1
32,0,2,1,0,0.08480312546138034,1,0,2,26,8,0.31760763083268884,3,-1,0,3,1
37,1,0,1,0,0.08135058091333432,1,0,2,26,8,0.16499097705594226,2,-1,0,3,1
34,4,1,2,0,0.10373533520346163,1,0,2,26,8,0.23021397267336943,4,-1,0,3,1
38,0,0,1,0,0.08001044849007961,1,0,2,26,8,0.1105955143078113,2,-1,0,3,1
28,0,2,1,0,0.08298599675188244,1,0,2,26,8,0.19051301881928331,6,-1,0,3,1
31,4,0,2,0,0.09076557903942034,1,0,2,26,8,0.3274039700953854,4,-1,0,3,1
59,7,1,1,0,0.07751189651451999,1,0,2,26,8,0.1923176076308327,3,-1,0,3,1
24,1,1,1,0,0.08554133399961386,1,0,2,26,8,0.23047177107501934,3,-1,0,3,1
26,7,2,1,0,0.08799445775743603,1,0,2,26,8,0.19644238205723125,2,-1,0,3,1
59,5,2,1,0,0.08174807781853699,1,0,2,27,8,0.2735241041505543,5,-1,0,3,1
30,2,2,0,0,0.07776175171207596,1,1,2,27,8,0.27043052333075535,1,-1,0,3,1
37,0,1,1,0,0.08087358462709111,1,0,2,27,8,0.18793503480278423,3,-1,0,3,1
30,0,2,1,0,0.07534269911755687,1,1,2,27,8,0.19309100283578243,1,-1,0,3,1
25,1,1,1,0,0.07886338599220906,1,0,2,27,8,0.1822634699664862,1,-1,0,3,1
44,7,0,1,0,0.07834096148822842,1,1,2,27,8,0.7971126579015211,2,-1,0,3,1
29,4,1,2,0,0.08132786680446559,0,0,2,28,8,0.24129930394431556,2,-1,0,3,1
26,4,2,2,0,0.15544400404311137,1,0,2,28,8,0.4016499097705594,2,-1,0,3,1
26,9,2,1,0,0.08534826407422971,1,0,2,28,8,0.1479762825470482,3,-1,0,3,1
27,7,2,1,0,0.0783750326515315,1,0,2,28,8,0.13946893529260118,2,-1,0,3,1
25,6,2,1,0,0.09186721331955344,1,0,2,28,8,0.15803042021139468,2,-1,0,3,1
28,4,1,1,0,0.08107801160690964,1,0,2,28,8,0.13018819283320443,1,-1,0,3,1
23,7,2,1,0,0.08531419291092662,1,0,2,28,8,0.30445991234854347,1,-1,0,3,1
34,4,2,2,0,0.08977751530363086,1,0,2,28,8,0.22222222222222224,2,-1,0,3,1
28,8,2,1,0,0.08853959637028541,1,0,2,28,8,0.4454756380510441,1,-1,0,3,1
51,2,1,3,0,0.08464412669929927,1,0,2,28,8,0.14385150812064965,9,-1,0,3,1
35,1,1,1,0,0.07776175171207596,1,1,2,29,8,0.13946893529260118,1,-1,0,3,1
35,0,1,1,0,0.08235000170355816,1,0,2,29,8,0.13843774168600156,1,-1,0,3,1
56,1,1,1,0,0.08058965826623207,1,0,2,29,8,0.20340293890177882,2,-1,0,3,1
45,10,0,1,0,0.11585331228492579,1,0,2,29,8,0.19180201082753287,1,-1,0,3,1
60,1,0,1,0,0.07776175171207596,1,0,2,29,8,0.3106470739881413,1,-1,0,3,1
56,9,1,1,0,0.08445105677391512,1,0,2,29,8,0.13740654807940192,2,-1,0,3,1
27,4,2,2,0,0.22490374896366877,1,0,2,29,8,0.202887342098479,3,-1,0,3,1
30,0,1,1,0,0.0876764602332739,1,0,2,29,8,0.20366073730342873,3,-1,0,3,1
45,1,0,0,0,0.08450784204608693,1,0,2,29,8,0.21423047177107502,2,-1,0,3,1
29,1,2,1,0,0.07753461062338872,1,0,2,29,8,0.20933230213972673,2,-1,0,3,1
38,4,0,2,0,0.131049051118102,1,0,2,29,8,0.35086362464552723,2,-1,0,3,1
30,1,1,1,0,0.08328128016717584,1,0,2,29,8,0.28538283062645015,3,-1,0,3,1
44,1,2,0,0,0.09585353942601448,1,0,2,29,8,0.2129414797628255,3,-1,0,3,1
36,4,2,2,0,0.1641435077398326,1,0,2,30,8,0.23588553750966745,1,-1,0,3,1
38,9,1,1,0,0.08032844601424174,1,0,2,30,8,0.19592678525393142,3,-1,0,3,1
36,1,2,1,0,0.08191843363505241,1,1,2,30,8,0.29156999226604796,2,-1,0,3,1
37,4,0,1,0,0.07794346458302574,1,0,2,30,8,0.16395978344934262,1,-1,0,3,1
35,4,2,2,0,0.08417848746749043,1,0,2,30,8,0.19618458365558133,1,-1,0,3,1
38,0,0,1,0,0.07797753574632883,1,0,2,30,8,0.1551946377932457,2,-1,0,3,1
40,7,1,0,0,0.09005008461005554,1,0,2,30,8,0.21964423820572312,2,-1,0,3,1
42,10,0,1,0,0.0972163859581379,1,0,2,30,8,0.21990203660737304,2,-1,0,3,1
46,4,0,2,0,0.24222325697607072,1,0,2,30,8,0.3266305748904357,1,-1,0,3,1
35,9,0,1,0,0.14276953129436348,1,0,2,30,8,0.17762309873678783,10,-1,0,3,1
34,9,0,1,0,0.09424083769633508,1,0,2,30,8,0.2822892498066512,15,-1,0,3,1
32,7,1,1,0,0.07737561186130765,1,0,2,30,8,0.31812322763598866,2,-1,0,3,1
50,10,1,1,0,0.1194875697039216,1,0,2,30,8,0.22789378705852026,3,-1,0,3,1
35,1,1,1,0,0.08568897570726057,1,1,2,30,8,0.345707656612529,3,-1,0,3,1
36,9,2,1,0,0.1247345288525968,1,0,2,30,8,0.20881670533642693,3,-1,0,3,1
53,1,0,0,0,0.10792608828974118,1,0,2,30,8,0.5099252384635216,2,-1,0,3,1
46,4,2,2,0,0.11074263778946293,1,0,2,30,8,0.2531580304202114,2,-1,0,3,1
26,4,2,2,0,0.08916423436417531,1,0,2,30,8,0.05826243877287961,2,-1,0,3,1
45,9,2,1,0,0.08241814403016434,1,0,2,30,8,0.2291827790667698,4,-1,0,3,1
31,10,0,0,0,0.07776175171207596,1,0,2,30,8,0.19154421242588296,12,-1,0,3,1
29,4,2,2,0,0.07776175171207596,1,0,2,30,8,0.13843774168600156,12,-1,0,3,1
53,2,2,1,0,0.0784658890870064,1,0,2,30,8,0.26862593451920597,5,-1,0,3,1
27,1,1,0,0,0.08248628635677051,1,0,2,30,8,0.30703789636504253,2,-1,0,3,1
39,4,1,2,0,0.1091412931142179,1,0,2,2,6,0.13508636246455272,2,-1,0,3,1
36,7,1,1,0,0.11165120214421188,1,0,2,2,6,0.10105697344676463,1,-1,0,3,1
41,1,1,0,0,0.07938581049618972,1,1,2,2,6,0.16937354988399073,2,-1,0,3,1
36,7,1,0,0,0.07776175171207596,1,0,2,2,6,0.26656354730600673,1,-1,0,3,1
32,9,1,1,0,0.08566626159839184,1,0,2,2,6,0.20959010054137664,1,-1,0,3,1
35,7,1,1,0,0.07948802398609897,1,0,2,2,6,0.14462490332559938,1,-1,0,3,1
36,4,2,2,0,0.07687590146619573,1,0,2,2,6,0.27481309615880384,1,-1,0,3,1
35,4,1,2,0,0.08760831790666773,1,0,2,2,6,0.05877803557617943,3,-1,0,3,1
30,1,2,1,0,0.08858502458802285,1,0,2,2,6,0.19205980922918278,2,-1,0,3,1
42,1,1,1,0,0.08279292682649828,1,0,2,2,6,0.17246713070378963,5,-1,0,3,1
42,9,2,1,1,0.06493963725568136,1,0,2,2,6,0.14256251611240012,5,-1,0,3,1
32,1,1,0,0,0.08247492930233614,1,0,2,2,6,0.1997937612786801,4,-1,0,3,1
29,1,2,1,0,0.08071458586501006,1,0,2,2,6,0.18174787316318639,14,-1,0,3,1
44,4,0,2,1,0.07309400233955321,1,0,2,2,6,0.11085331270946121,4,-1,0,3,1
32,9,2,1,0,0.09228742433362483,1,0,2,3,6,0.30188192833204436,3,-1,0,3,1
31,10,1,1,0,0.07873845839343108,1,1,2,3,6,0.2477442639855633,2,-1,0,3,1
40,6,1,1,1,0.06919853266856708,1,1,2,3,6,0.2420726991492653,3,-1,0,3,1
43,2,1,1,0,0.07776175171207596,0,0,2,3,6,0.2637277648878577,7,-1,0,3,1
27,4,2,1,0,0.07978330740139238,1,0,2,3,6,0.18819283320443414,2,-1,0,3,1
37,7,2,1,0,0.08091901284482857,1,0,2,3,6,0.2688837329208559,3,-1,0,3,1
23,7,2,1,0,0.08258849984667976,1,0,2,3,6,0.1974735756638309,1,-1,0,3,1
25,4,1,0,0,0.07966973685704876,1,0,2,3,6,0.2059809229182779,1,-1,0,3,1
26,1,2,1,1,0.07735289775243893,1,0,2,3,6,0.12374323279195669,2,-1,0,3,1
47,1,0,0,0,0.07919274057080555,1,0,2,3,6,0.6326372776488786,2,-1,0,3,1
35,0,1,1,0,0.07677368797628648,1,0,2,3,6,0.35086362464552723,7,-1,0,3,1
32,9,2,2,0,0.1490954106143031,1,0,2,3,6,0.3439030678009796,4,-1,0,3,1
45,4,0,1,0,0.08507569476780502,1,0,2,4,6,0.16267079144109306,1,-1,0,3,1
30,0,0,1,0,0.0820433612338304,1,0,2,4,6,0.1345707656612529,15,-1,0,3,1
29,7,2,1,0,0.07468398996036388,1,0,2,4,6,0.14849187935034802,1,-1,0,3,1
38,1,1,0,0,0.14407559255431512,1,0,2,4,6,0.2531580304202114,2,-1,0,3,1
23,1,2,1,0,0.08334942249378202,1,0,2,4,6,0.16395978344934262,1,-1,0,3,1
27,4,2,2,0,0.07888610010107779,1,0,2,4,6,0.19721577726218098,2,-1,0,3,1
27,4,2,2,1,0.06966417190037592,1,0,2,4,6,0.1348285640629028,2,-1,0,3,1
29,7,2,1,0,0.07812517745397554,1,0,2,4,6,0.14462490332559938,1,-1,0,3,1
30,6,1,2,0,0.08392863226993447,1,1,2,4,6,0.37303428718741943,6,-1,0,3,1
36,1,1,0,0,0.0823386446491238,1,0,2,4,6,0.2366589327146172,1,-1,0,3,1
35,0,0,1,0,0.08272478449989211,1,0,2,4,6,0.23356535189481825,1,-1,0,3,1
36,1,1,1,0,0.09788645216976526,0,0,2,5,6,0.05310647073988141,1,-1,0,3,1
59,5,0,0,0,0.07676233092185211,1,0,2,5,6,0.23408094869811807,2,-1,0,3,1
47,2,1,1,0,0.07776175171207596,0,0,2,5,6,0.3722608919824697,1,-1,0,3,1
58,2,1,2,0,0.08744931914458666,0,0,2,5,6,0.29569476669244654,2,-1,0,3,1
37,4,2,2,0,0.08048744477632282,0,0,2,5,6,0.28899200824954885,1,-1,0,3,1
46,0,2,1,0,0.08740389092684922,1,0,2,5,6,0.13044599123485434,2,-1,0,3,1
43,1,2,1,0,0.08137329502220304,1,0,2,5,6,0.18922402681103379,2,-1,0,3,1
27,4,2,2,0,0.08574576097943237,1,0,2,5,6,0.15158546017014696,3,-1,0,3,1
38,7,0,1,0,0.07845453203257204,0,0,2,5,6,0.1634441866460428,1,-1,0,3,1
53,3,1,0,0,0.0789428853732496,0,1,2,5,6,0.18020108275328695,1,-1,0,3,1
47,1,1,1,0,0.10043043236306232,0,0,2,5,6,0.1956689868522815,2,-1,0,3,1
56,3,0,0,1,0.09182178510181599,0,0,2,5,6,0.4011343129672596,1,-1,0,3,1
41,3,1,1,0,0.08774460255988008,0,0,2,5,6,0.27094612013405517,2,-1,0,3,1
29,6,1,1,0,0.08258849984667976,1,0,2,5,6,0.14436710492394947,15,-1,0,3,1
50,9,1,1,0,0.08248628635677051,1,0,2,5,6,0.1268368136117556,5,-1,0,3,1
45,1,0,0,0,0.0873471056546774,0,0,2,5,6,0.26192317607630833,3,-1,0,3,1
35,1,1,1,0,0.08752881852562719,1,0,2,5,6,0.22737819025522044,4,-1,0,3,1
26,9,2,1,0,0.08501890949563322,1,0,2,6,6,0.1822634699664862,5,-1,0,3,1
26,0,1,1,0,0.08582526036047292,1,1,2,6,6,0.32843516370198506,2,-1,0,3,1
37,1,1,3,0,0.0948881897990937,0,1,2,6,6,0.0977055942253158,2,-1,0,3,1
30,0,2,1,0,0.08029437485093867,1,0,2,6,6,0.22170662541892242,11,-1,0,3,1
38,4,2,2,0,0.08479176840694598,1,0,2,6,6,0.11807166795565868,4,-1,0,3,1
37,7,0,1,0,0.0813846520766374,1,0,2,6,6,0.11987625676720805,3,-1,0,3,1
53,9,1,1,0,0.08321313784056968,0,0,2,6,6,0.16653776746584173,2,-1,0,3,1
29,1,2,0,0,0.08018080430659505,1,0,2,6,6,0.6834235627739108,3,-1,0,3,1
35,4,2,2,0,0.07853403141361257,0,0,2,6,6,0.2791956689868523,1,-1,0,3,1
28,1,1,1,0,0.10942521947507694,1,0,2,6,6,0.09461201340551689,2,-1,0,3,1
55,1,1,3,0,0.1636324402902863,0,0,2,6,6,0.1760763083268884,3,-1,0,3,1
49,4,0,1,0,0.07723932720809532,1,0,2,9,6,0.271461716937355,10,-1,0,3,1
50,7,1,1,0,0.09587625353488319,0,0,2,9,6,0.2268625934519206,1,-1,0,3,1
43,4,2,2,0,0.08964123065041851,0,0,2,9,6,0.2317607630832689,1,-1,0,3,1
58,6,0,2,0,0.09345720094036411,0,0,2,9,6,0.17994328435163703,1,-1,0,3,1
38,9,1,0,0,0.08022623252433249,1,0,2,9,6,0.12606341840680588,6,-1,0,3,1
48,1,0,0,0,0.07984009267356419,0,0,2,9,6,0.24181490074761539,1,-1,0,3,1
59,4,1,1,0,0.09276442061986803,0,0,2,9,6,1.0000000000000002,3,-1,0,3,1
58,1,1,1,0,0.078045678072935,0,0,2,9,6,0.12477442639855632,3,-1,0,3,1
36,6,2,2,0,0.13277532339212503,0,0,2,9,6,0.2926011858726476,3,-1,0,3,1
42,2,1,2,0,0.13846520766374035,0,0,2,11,6,0.22583139984532097,3,-1,0,3,1
41,0,2,1,0,0.08698367991277782,0,1,2,11,6,0.14978087135859758,4,-1,0,3,1
42,0,1,1,0,0.07895424242768395,0,0,2,11,6,0.2982727507089456,4,-1,0,3,1
39,4,1,2,0,0.0756039113695472,0,1,2,11,6,0.2296983758700696,8,-1,0,3,1
57,3,1,0,0,0.08485991073355215,0,1,2,11,6,0.22299561742717197,1,-1,0,3,1
52,5,1,3,0,0.081089368661344,0,0,2,11,6,0.18149007476153647,1,-1,0,3,1
59,5,1,3,0,0.0894935889427718,0,0,2,11,6,0.308584686774942,1,-1,0,3,1
56,1,1,1,0,0.09150378757765386,0,0,2,11,6,0.24052590873936583,1,-1,0,3,1
49,4,1,2,0,0.07848860319587513,0,0,2,11,6,0.1505542665635473,1,-1,0,3,1
